Building,Address,City,State,Units,Stage,Opens,Sold,Buyer,Developer,Office phone,Management company,Contact source,Source,Source URL
4040 Synott Rd,4040 Synott Rd,Houston,Texas,255,sold,,2025-05-19,Arm Briar Village LLC,,,,,Harris County records (search by address),https://public.hcad.org/
14651 Philippine St,14651 Philippine St,Houston,Texas,254,sold,,2025-11-05,Ap Kensington Property LLC,,,,,Harris County records (search by address),https://public.hcad.org/
10601 Sabo Rd,10601 Sabo Rd,Houston,Texas,252,sold,,2025-06-10,Gwr Sabo Road Owner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
11707 Fallbrook Dr,11707 Fallbrook Dr,Houston,Texas,252,sold,,2025-08-28,Galt Eillend LTD,,,,,Harris County records (search by address),https://public.hcad.org/
4475 Wilson Rd,4475 Wilson Rd,Humble,Texas,252,sold,,2025-04-29,Ar-Park Lakes LLC,,,,,Harris County records (search by address),https://public.hcad.org/
14603 Fonmeadow St,14603 Fonmeadow St,Houston,Texas,250,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
9303 Woodfair Dr,9303 Woodfair Dr,Houston,Texas,248,sold,,2025-08-03,Mar Del Sol Owner 2 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
14580 Crosby Fwy,14580 Crosby Fwy,Houston,Texas,246,sold,,2025-09-26,Mp New Forest Spe LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8787 Woodway Dr,8787 Woodway Dr,Houston,Texas,246,sold,,2025-09-10,Houston Piney Point Value Add Property % Greybrook Realty Properties INC,,,,,Harris County records (search by address),https://public.hcad.org/
611 Shepherd Dr,611 Shepherd Dr,Houston,Texas,245,sold,,2025-12-10,Bel Shepherd Limited Partnership,,,,,Harris County records (search by address),https://public.hcad.org/
11144 Fuqua St,11144 Fuqua St,Houston,Texas,240,sold,,2024-12-20,Abc All Bout Children INC,,,,,Harris County records (search by address),https://public.hcad.org/
13502 Northborough Dr,13502 Northborough Dr,Houston,Texas,240,sold,,2024-09-30,Ad Sago LLC,,,,,Harris County records (search by address),https://public.hcad.org/
14504 Briar Forest Dr,14504 Briar Forest Dr,Houston,Texas,240,sold,,2025-03-12,Lion Vbf LLC,,,,,Harris County records (search by address),https://public.hcad.org/
14700 Woodson Park Dr,14700 Woodson Park Dr,Houston,Texas,240,sold,,2025-04-22,14700 Tp LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1700 Rollingbrook Dr,1700 Rollingbrook Dr,Baytown,Texas,240,sold,,2025-04-07,Cameron County Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
411 Highland Cross Dr,411 Highland Cross Dr,Houston,Texas,236,sold,,2025-05-05,La Villa Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
2801 Broadmead Dr,2801 Broadmead Dr,Houston,Texas,235,sold,,2025-03-25,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
832 W Greens Rd,832 W Greens Rd,Houston,Texas,232,sold,,2025-06-02,Cookeville Cane Creek Apartments LP,,,,,Harris County records (search by address),https://public.hcad.org/
116 E Edgebrook Dr,116 E Edgebrook Dr,Houston,Texas,230,sold,,2025-05-13,Arlington Place Si LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9387 FM 1960 Bypass Rd W,9387 FM 1960 Bypass Rd W,Humble,Texas,229,sold,,2025-05-22,Willowbend Apartments Phase II LLC,,,,,Harris County records (search by address),https://public.hcad.org/
333 Airtex Dr,333 Airtex Dr,Houston,Texas,228,sold,,2025-05-30,Bridgewater Apartments LP Et Al,,,,,Harris County records (search by address),https://public.hcad.org/
8990 Richmond Ave,8990 Richmond Ave,Houston,Texas,228,sold,,2025-11-19,Ua Granite Club LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9393 FM 1960 Bypass Rd W,9393 FM 1960 Bypass Rd W,Humble,Texas,228,sold,,2025-05-23,Willowbend Apartments Phase I LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1320 Montrose Blvd,1320 Montrose Blvd,Houston,Texas,224,sold,,2025-08-13,Montrose Armando LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2380 S Macgregor Way,2380 S Macgregor Way,Houston,Texas,224,sold,,2025-02-13,Lac 2380 S Macgregor LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9401 Tanager St,9401 Tanager St,Houston,Texas,224,sold,,2025-11-13,Ua Riveraine LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Independence Heights II Apartments,222 Crosstimbers St,Houston,Texas,221,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
8 Asbury Place Ln,8 Asbury Place Ln,Houston,Texas,217,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
10919 West Rd,10919 West Rd,Houston,Texas,216,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
500 W Pasadena Blvd,500 W Pasadena Blvd,Deer Park,Texas,215,sold,,2025-11-20,Pal Parktown LP,,,,,Harris County records (search by address),https://public.hcad.org/
8950 Glencrest St,8950 Glencrest St,Houston,Texas,212,sold,,2024-11-12,Verde Apartment Portfolio One LLC,,,,,Harris County records (search by address),https://public.hcad.org/
670 Maxey Rd,670 Maxey Rd,Houston,Texas,211,sold,,2025-03-13,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
2311 Westheimer Rd,2311 Westheimer Rd,Houston,Texas,209,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
8900 Glencrest St,8900 Glencrest St,Houston,Texas,208,sold,,2024-11-12,Verde Apartment Protfokio One LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8955 Broadway St,8955 Broadway St,Houston,Texas,208,sold,,2024-11-12,Verde Apartment Protfolio One LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1110 Graham Dr,1110 Graham Dr,Tomball,Texas,206,sold,,2025-05-12,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
Fairmont Residences,2585 W. Tidwell,Houston,Texas,204,under construction,2028-07-31,,,Tidwell 5 Dev LLC,(281) 221-2699,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023711
605 Hunt Rd,605 Hunt Rd,Baytown,Texas,203,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
13030 Northborough Dr,13030 Northborough Dr,Houston,Texas,202,sold,,2024-11-07,Fidelity Bank N A,,,,,Harris County records (search by address),https://public.hcad.org/
11710 Algonquin Dr,11710 Algonquin Dr,Houston,Texas,200,sold,,2025-05-07,Edcouch Community Housing,,,,,Harris County records (search by address),https://public.hcad.org/
5045 Burke Rd,5045 Burke Rd,Pasadena,Texas,200,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
600 Nottingham Oaks Trl,600 Nottingham Oaks Trl,Houston,Texas,200,sold,,2025-06-30,600 Nottingham Oaks Trail Holdings LP,,,,,Harris County records (search by address),https://public.hcad.org/
6400 Washington Ave,6400 Washington Ave,Houston,Texas,198,sold,,2024-10-16,Lcp Mf111 Memorial LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8791 Hammerly Blvd,8791 Hammerly Blvd,Houston,Texas,198,sold,,2025-05-27,Caldera Property Owner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
13913 Ella Blvd,13913 Ella Blvd,Houston,Texas,196,sold,,2025-09-03,Montecello Owner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2400 Hackett Dr,2400 Hackett Dr,Houston,Texas,196,sold,,2025-05-07,La Villa Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
6620 Gessner Dr,6620 Gessner Dr,Houston,Texas,196,sold,,2025-08-22,JS FRANKLIN LLC & Etal,,,,,Harris County records (search by address),https://public.hcad.org/
700 Dunson Glen Dr,700 Dunson Glen Dr,Houston,Texas,196,sold,,2025-01-07,Lsf Gtp Houston LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1655 Blue Bell Rd,1655 Blue Bell Rd,Houston,Texas,195,sold,,2025-06-25,Irg-Bgo Blue Bell One LP,,,,,Harris County records (search by address),https://public.hcad.org/
22820 Imperial Valley Dr,22820 Imperial Valley Dr,Houston,Texas,192,sold,,2025-06-13,Rockfish Capital Imerial Valley LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7835 Grow Ln,7835 Grow Ln,Houston,Texas,192,sold,,2025-06-03,Cf 7835 Grow Lane Quail I LLC,,,,,Harris County records (search by address),https://public.hcad.org/
14814 Perthshire Rd,14814 Perthshire Rd,Houston,Texas,190,sold,,2025-12-10,Ve Perthshire Owner,,,,,Harris County records (search by address),https://public.hcad.org/
1901 Cullen Blvd,1901 Cullen Blvd,Houston,Texas,190,sold,,2025-06-03,900 Title Jefferson LLC % Cwcapital,,,,,Harris County records (search by address),https://public.hcad.org/
8585 Woodway Dr,8585 Woodway Dr,Houston,Texas,190,sold,,2024-10-01,Lion Stone Creek LLC,,,,,Harris County records (search by address),https://public.hcad.org/
21901 Gosling Rd,21901 Gosling Rd,Spring,Texas,189,sold,,2025-07-29,Gosling Mf II Prop Co 1 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4899 Montrose Blvd,4899 Montrose Blvd,Houston,Texas,187,sold,,2025-07-05,Finger Museum Tower LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2700 Westridge St,2700 Westridge St,Houston,Texas,184,sold,,2025-01-07,Lsf Rpa Houston LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3360 Mccue Rd,3360 Mccue Rd,Houston,Texas,183,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
2851 Wallingford Dr,2851 Wallingford Dr,Houston,Texas,182,sold,,2025-01-07,Hg Oaks Of Westchase LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4801 Allendale Rd,4801 Allendale Rd,Houston,Texas,182,sold,,2025-09-02,Tc Spe 6 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
10010 Greenfork Dr,10010 Greenfork Dr,Houston,Texas,180,sold,,2025-08-01,Apt Whispering Oaks LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2700 S Dairy Ashford Rd,2700 S Dairy Ashford Rd,Houston,Texas,180,sold,,2024-12-19,Ashford Park Hwc Po LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4854 Greenhouse Rd,4854 Greenhouse Rd,Houston,Texas,180,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
8300 W Airport Blvd,8300 W Airport Blvd,Houston,Texas,178,sold,,2025-11-04,Oconee Real Estate Holdings,,,,,Harris County records (search by address),https://public.hcad.org/
2213 Millstone Dr,2213 Millstone Dr,Houston,Texas,176,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
Center St Multifamily East,3616 center st,Houston,Texas,172,under construction,2028-10-02,,,"Center St Owner (TX), LP",(512) 657-3433,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016802
2727 Elmside Dr,2727 Elmside Dr,Houston,Texas,171,sold,,2025-04-03,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
13333 Northborough Dr,13333 Northborough Dr,Houston,Texas,170,sold,,2025-12-09,Nsi Canfield LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2300 Red Bluff Rd,2300 Red Bluff Rd,Pasadena,Texas,170,sold,,2025-10-21,Jp Quarters On Red Bluff LLC,,(713) 473-5521,,https://www.apartments.com/quarters-on-red-bluff-pasadena-tx/2rsmm68/ (2026-09-26),Harris County records (search by address),https://public.hcad.org/
1000 Country Place Dr,1000 Country Place Dr,Houston,Texas,169,sold,,2024-10-14,Ourrea Amalfi LLC Et Al,,,,,Harris County records (search by address),https://public.hcad.org/
14445 Wallisville Rd,14445 Wallisville Rd,Houston,Texas,168,sold,,2024-12-18,Boardwalk Dover Pointe LLC,,,,,Harris County records (search by address),https://public.hcad.org/
970 Bunker Hill Rd,970 Bunker Hill Rd,Houston,Texas,164,sold,,2025-03-07,Moody 77024 Multi-Family Dst,,,,,Harris County records (search by address),https://public.hcad.org/
12550 J F K,12550 J F K,Houston,Texas,162,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
915 Silber Rd,915 Silber Rd,Houston,Texas,161,sold,,2025-12-17,915 Silber Partners LLC,,,,,Harris County records (search by address),https://public.hcad.org/
13725 Cambury Dr,13725 Cambury Dr,Houston,Texas,160,sold,,2024-12-20,Amg City View Apartments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
5050 Sunflower St,5050 Sunflower St,Houston,Texas,160,sold,,2025-06-24,Sunflower Terrace Preservation LLC C/O Fairstead,,,,,Harris County records (search by address),https://public.hcad.org/
10575 Westpark Dr,10575 Westpark Dr,Houston,Texas,156,sold,,2024-10-24,Cr Westpark LLC,,,,,Harris County records (search by address),https://public.hcad.org/
11119 Steeple Way Blvd,11119 Steeple Way Blvd,Houston,Texas,154,sold,,2025-01-07,Hpi Steeple LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3101 Smith St,3101 Smith St,Houston,Texas,154,sold,,2025-04-30,Hsr Midtown LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7035 Bellfort St,7035 Bellfort St,Houston,Texas,154,sold,,2024-11-08,Srb Bellfort Plaza LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4055 S Braeswood Blvd,4055 S Braeswood Blvd,Houston,Texas,153,sold,,2024-10-29,Star Braeswood Apartments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3401 Dunvale Rd,3401 Dunvale Rd,Houston,Texas,152,sold,,2025-05-15,La Villa Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
3415 Havenbrook Dr,3415 Havenbrook Dr,Humble,Texas,152,sold,,2024-09-16,3415 Havenbrook LP,,,,,Harris County records (search by address),https://public.hcad.org/
5900 N Braeswood Blvd,5900 N Braeswood Blvd,Houston,Texas,152,sold,,2025-05-13,Cameron County Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
12808 Queensbury Ln,12808 Queensbury Ln,Houston,Texas,150,sold,,2025-08-13,Lofts Armando LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9757 Windwater Dr,9757 Windwater Dr,Houston,Texas,150,sold,,2025-09-18,Hm Windmill Lakes Jv LLC,,,,,Harris County records (search by address),https://public.hcad.org/
13355 Northborough Dr,13355 Northborough Dr,Houston,Texas,144,sold,,2025-12-09,Nsi Canfield LLC,,,,,Harris County records (search by address),https://public.hcad.org/
13150 Bissonnet St,13150 Bissonnet St,Houston,Texas,143,sold,,2025-06-03,Lft Houston LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4011 Galveston Rd,4011 Galveston Rd,Houston,Texas,143,sold,,2025-12-04,Dorchester Wealth Management LLC,,(713) 644-1271,,https://www.apartments.com/dorchester-houston-tx/d9xttfj/ (2026-09-26),Harris County records (search by address),https://public.hcad.org/
7850 FM 1960 Rd E,7850 FM 1960 Rd E,Humble,Texas,141,sold,,2024-09-25,7850 Fm1960 LP,,,,,Harris County records (search by address),https://public.hcad.org/
902 Cleveland St,902 Cleveland St,Houston,Texas,140,sold,,2025-11-11,Cws St Joseph LLC Et Al,,,,,Harris County records (search by address),https://public.hcad.org/
13223 Champions Centre Dr,13223 Champions Centre Dr,Houston,Texas,139,sold,,2024-11-21,13223 Champions Spv LLC,,,,,Harris County records (search by address),https://public.hcad.org/
123 Winkler Dr,123 Winkler Dr,Houston,Texas,135,sold,,2025-11-10,123 Winkler Realty LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1717 Bissonnet St,1717 Bissonnet St,Houston,Texas,134,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
17610 Cali Dr,17610 Cali Dr,Houston,Texas,134,sold,,2025-10-28,Cali Crossing Acquisition LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1901 Lakeside Dr,1901 Lakeside Dr,Seabrook,Texas,132,sold,,2024-11-08,Ravj Seabrook Infinite Property Spe LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7900 Creekbend Dr,7900 Creekbend Dr,Houston,Texas,130,sold,,2024-12-18,Windsor Park 7 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1515 Rudel Dr,1515 Rudel Dr,Tomball,Texas,128,sold,,2025-02-04,Public Welfare Investments Holdco LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9401 Coventry Square Dr,9401 Coventry Square Dr,Houston,Texas,128,sold,,2025-12-25,Mvc Coventry Holding LP,,,,,Harris County records (search by address),https://public.hcad.org/
New Faith Senior Village Apartments,4315 W. Fuqua Street,Houston,Texas,128,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
3800 Sherwood Ln,3800 Sherwood Ln,Houston,Texas,126,sold,,2025-08-16,To 3800 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3520 Nasa Road 1,3520 Nasa Road 1,Seabrook,Texas,125,sold,,2024-12-18,Apartment Fund LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4014 Clarblak Ln,4014 Clarblak Ln,Houston,Texas,125,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
6105 W Orem Dr,6105 W Orem Dr,Houston,Texas,124,sold,,2025-01-15,Corinthian Village Holdings LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7800 W Airport Blvd,7800 W Airport Blvd,Houston,Texas,124,sold,,2025-12-18,Amritta Wealth Management LLC,,,,,Harris County records (search by address),https://public.hcad.org/
10202 Challenger 7 Dr,10202 Challenger 7 Dr,Houston,Texas,123,sold,,2025-09-29,Af2 Property LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Hartwood at Windstone,19735 Clay Rd.,Houston,Texas,123,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
2666 Marilee Ln,2666 Marilee Ln,Houston,Texas,122,sold,,2024-12-03,Heritage Apartments Property Owner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
333 Normandy St,333 Normandy St,Houston,Texas,122,sold,,2024-12-18,Normandy Owner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
220 Bammel Westfield Rd,220 Bammel Westfield Rd,Houston,Texas,120,sold,,2025-12-09,Dordoi Invest INC,,,,,Harris County records (search by address),https://public.hcad.org/
3455 FM 1960 Rd,3455 FM 1960 Rd,Humble,Texas,120,sold,,2025-09-09,Terraces At Copper Leaf LP,,,,,Harris County records (search by address),https://public.hcad.org/
Andover Village Apartments (f/k/a Nunn Village Apartments),6901 Bellfort Avenue,Houston,Texas,120,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Bernicia Place,SEC of Old Spanish Trail and Scottcrest Drive,Houston,Texas,120,planned,,,,,(713) 669-4521,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
New Hope Housing Avenue C,7501 Harrisburg Blvd.,Houston,Texas,120,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
15100 Golden Eagle Dr,15100 Golden Eagle Dr,Humble,Texas,118,sold,,2025-08-26,Rockstar Waterchase LLC,,,,,Harris County records (search by address),https://public.hcad.org/
15405 Katy Fwy,15405 Katy Fwy,Houston,Texas,116,sold,,2025-05-02,The Blueprint Apartments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1640 Blalock Rd,1640 Blalock Rd,Houston,Texas,115,sold,,2024-11-01,Elite Realty Partners LLC,,,,,Harris County records (search by address),https://public.hcad.org/
796 Town And Country Blvd,796 Town And Country Blvd,Houston,Texas,114,sold,,2025-08-13,Domain Armando LLC,,,,,Harris County records (search by address),https://public.hcad.org/
21751 Cimarron Pky,21751 Cimarron Pky,Katy,Texas,112,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
5400 Memorial Dr,5400 Memorial Dr,Houston,Texas,112,sold,,2024-12-10,Fell In Love LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9110 Tidwell Rd,9110 Tidwell Rd,Houston,Texas,108,sold,,2025-03-12,Commons Of Grace LP,,,,,Harris County records (search by address),https://public.hcad.org/
The Grove at Deerbrook,SEQ Deerbrook Park Blvd and Orchard Ridge Ln,Houston,Texas,108,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
12660 Medfield Dr,12660 Medfield Dr,Houston,Texas,106,sold,,2025-02-26,Houston Vanderbilt Lodge Apartments LP,,,,,Harris County records (search by address),https://public.hcad.org/
1742 Woodvine Dr,1742 Woodvine Dr,Houston,Texas,105,sold,,2025-07-23,Texastar Investments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
6111 Winsome Ln,6111 Winsome Ln,Houston,Texas,105,sold,,2025-05-28,Ameritas Life Insurance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
11805 Meadowglen Ln,11805 Meadowglen Ln,Houston,Texas,104,sold,,2025-07-23,Gvii-Ms Royal Oaks Owner LP,,,,,Harris County records (search by address),https://public.hcad.org/
"119,873 Sf New Apt Bld (104Units)(2/8) 1-5-3-R2/A3-A-Spk/Fa '21Ibc",3028 Center St Bldg1A,Houston,Texas,104,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
13350 Northborough Dr,13350 Northborough Dr,Houston,Texas,104,sold,,2025-12-09,Nsi Canfield LLC,,,,,Harris County records (search by address),https://public.hcad.org/
15815 Memorial Dr,15815 Memorial Dr,Houston,Texas,104,sold,,2025-07-18,Tazono Urban Corporation,,,,,Harris County records (search by address),https://public.hcad.org/
2105 Cedar Bayou Rd,2105 Cedar Bayou Rd,Baytown,Texas,104,sold,,2025-08-21,Tpi Greenfield LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3411 Cummins St,3411 Cummins St,Houston,Texas,103,sold,,2025-08-28,Va9 Greenway Court LLC,,,,,Harris County records (search by address),https://public.hcad.org/
New 99137 Sf Apartment Building/Site 1-4-5-R2-A 21Ibc Sp/Fa (M/3),1117 Bland St,Houston,Texas,103,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Retreat at Esther,Southwest Quadrant of Wheatley St and Esther Dr,Houston,Texas,103,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
"112,805Sf New Apt Bld(102Unit)(7/8)1-5-3-R2/A3-A-Spk/Fa '21Ibc",3028 Washington Ave 2A,Houston,Texas,102,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
WALIPP Senior Residence Expansion,"5120 Scott St., 5134 Grantwood St., 5141 Grantwood St.",Houston,Texas,102,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
12888 Queensbury Ln,12888 Queensbury Ln,Houston,Texas,100,sold,,2025-08-13,Lofts Armando LLC,,,,,Harris County records (search by address),https://public.hcad.org/
The Tidwell,304 Tidwell Road,Houston,Texas,99,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
20710 Imperial Valley Dr,20710 Imperial Valley Dr,Houston,Texas,98,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
Dashwood Trails,NEC Dashwood Dr and Jetty Ln,Houston,Texas,98,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Northpark Garden Villas,East Side Imperial Valley Dr at Northpark Central Dr,Houston,Texas,98,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
1017 Birdsong Dr,1017 Birdsong Dr,Baytown,Texas,96,sold,,2024-09-10,Birdsong Apartments LP % Read Property Group LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1325 Greens Pky,1325 Greens Pky,Houston,Texas,96,sold,,2025-04-01,Lsf Plv Houston LLC,,,,,Harris County records (search by address),https://public.hcad.org/
166 Winkler Dr,166 Winkler Dr,Houston,Texas,96,sold,,2024-11-11,Ad Winkler LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Cedar Brook Village,7401 Little York Rd,Houston,Texas,96,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
146 Center Ct,146 Center Ct,Deer Park,Texas,94,sold,,2025-11-20,Pal Parktown LP,,,,,Harris County records (search by address),https://public.hcad.org/
310 Berry Rd,310 Berry Rd,Houston,Texas,94,sold,,2024-09-30,Oa Houston Holdings LP,,,,,Harris County records (search by address),https://public.hcad.org/
6909 Renwick Dr,6909 Renwick Dr,Houston,Texas,94,sold,,2025-07-30,Grove At Edgemoor LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1620 Oak Tree Dr,1620 Oak Tree Dr,Houston,Texas,90,sold,,2025-04-03,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
"CSH Silverleaf Senior Living, Ltd.",SEC of Blackhawk Blvd and Texas Sage Drive,Houston,Texas,90,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Connect Hillcroft,6420 Hillcroft Avenue,Houston,Texas,90,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Greens at Retton,NWC of Retton Dr. & Northwest Frwy.,Houston,Texas,90,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Kingfield Trails,15606 Kingfield,Houston,Texas,90,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Riverside Garden Villas,SWC of Riverside Grove and Addicks Clodine Road,Houston,Texas,90,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
Trinity East Senior,2620 Live Oak Street,Houston,Texas,90,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
712 Pinemont Dr,712 Pinemont Dr,Houston,Texas,88,sold,,2025-03-12,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
Oasis Gardens,12709 Beechnut St.,Houston,Texas,88,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
4514 Lyons Ave,4514 Lyons Ave,Houston,Texas,85,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
2635 Tim St,2635 Tim St,Houston,Texas,84,sold,,2024-12-10,Nachattar LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3030 Greenridge Dr,3030 Greenridge Dr,Houston,Texas,83,sold,,2025-05-28,Ameritas Life Insurance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
