id,found_name,phone,management_company,email,source_url,found_on,notes
tx-7720-mccallum-blvd-tides-on-mccallum-south,Tides on McCallum South,(972) 380-8908,RPM Living,,https://www.tidesonmccallumsouth.com/amenities/,2026-09-26,
tx-1300-katy-dr-katy-village-apts,Katy Village,(972) 721-0525,,,https://www.apartments.com/katy-village-irving-tx/j713h86/,2026-09-26,
tx-1919-w-main-1919-w-main,Takara-So Apartments,,UrbanOne Properties,,https://www.apartments.com/1919-w-main-st-houston-tx/l2qryje/,2026-09-26,"77 units built 1962, matching our record; no listing publishes a number"
tx-3621-mt-ranier-st-luna-blanca-phase-2,Luna Blanca Apartments,,,,https://www.rentcafe.com/apartments/tx/dallas/luna-blanca-apartments/default.aspx,2026-09-26,searched 2026-09-26: listed on RentCafe and Zumper with no phone published
tx-3299-s-polk-st-landmark,Landmark Apartments,(214) 919-0105,RAM Partners,landmark@sunridgeapts.net,https://www.apartments.com/landmark-apartments-dallas-tx/mtv5ygj/,2026-09-26,
tx-1920-hollister-st-1920-hollister-st,Hollister Oaks,(832) 241-9053,,,https://www.apartments.com/hollister-oaks-houston-tx/7kd34hy/,2026-09-26,
tx-13200-pandora-dr-tides-at-highland-meadows-phase-2,Tides at Highland Meadows (phase 2),(469) 206-9213,,,https://www.tidesathighlandmeadows.com/,2026-09-26,"60 units built 1983 confirmed; no separate number for phase 2, so this is the Tides at Highland Meadows office that serves the campus"
tx-15610-el-estado-dr-northwood-heights,Northwood Heights,(972) 387-4595,Brazos Residential,,https://www.brazosnorthwoodheights.com/,2026-09-26,same community as the 15702 El Estado row; Brazos lists it at 15665
tx-1541-moritz-dr-1541-moritz-dr,The Oaks of Moritz,(713) 461-2309,,,https://www.apartments.com/the-oaks-at-moritz-apartments-houston-tx/gjx67bx/,2026-09-26,
tx-5200-gaston-ave-green-house-flats,Green House Flats,(214) 987-6185,Power Properties,,https://www.apartments.com/green-house-dallas-tx/7qpqm9w/,2026-09-26,
tx-401-n-carroll-ave-the-principal-residences,The Principal Residences,(972) 944-9401,,,https://liveattheprincipal.com/contact/,2026-09-26,
tx-212-melba-st-melba-bishop-arts,212 Melba,,,,https://212melba.com/,2026-09-26,"family owned and managed, built 2022, 58 units; every listing says call the office and none publishes the number"
tx-403-garner-rd-403-garner-rd,Garner Park,(346) 214-5366,,,https://www.apartments.com/garner-park-pasadena-tx/hnw66l0/,2026-09-26,
tx-9873-brockbank-dr-southwind-apts,Southwind,(214) 377-9265,Sunridge Management Group,,https://www.thesouthwindapts.com/contact/,2026-09-26,
tx-8345-park-pl-blvd-8345-park-place-blvd,Villas at Park Place,(832) 640-4444,,,https://www.rent.com/apartment/villas-at-park-place-apartments-houston-tx-lc6034885,2026-09-26,
tx-2014-bennett-ave-kimpton-apartments,Kimpton Apartments on Bennett,,,,https://www.apartments.com/kimpton-apartments-on-bennett-dallas-tx/mmbefsk/,2026-09-26,listed on seven sites with office hours but no number; all-bills-paid community in Old East Dallas
tx-1222-n-beckley-ave-the-boheme-apartments,,,,,,2026-09-26,"searched twice, 2026-09-26. Every listing for The Boheme gives 1207 N Zang Blvd, a parallel street a block away; nothing carries 1222 N Beckley as a 352-unit community. Probably the same complex, possibly not, and a phone for the wrong building is the failure that loses the one customer who dials it."
